,Unnamed: 0,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
17454,9456,None,277.07,0.0,0.0,0,Clear,Sky is Clear,10/14/2013 2:00,291,very low
17455,28917,None,265.21,0.0,0.0,90,Mist,mist,12/8/2016 4:00,1015,very low
17456,36452,None,291.51,0.0,0.0,90,Clouds,overcast clouds,8/20/2017 7:00,1255,very low
17457,9846,None,275.16,0.0,0.0,75,Clouds,broken clouds,11/14/2013 7:00,6866,very high
17458,15759,None,295.87,0.0,0.0,90,Clouds,overcast clouds,7/26/2014 2:00,664,very low
17459,2547,None,263.98,0.0,0.0,75,Haze,haze,12/31/2012 12:00,4737,high
17460,11143,None,255.36,0.0,0.0,64,Clouds,broken clouds,1/1/2014 12:00,2574,low
17461,13425,None,273.85,0.0,0.0,1,Clear,sky is clear,4/4/2014 22:00,2726,low
17462,11890,None,258.52,0.0,0.0,0,Clear,sky is clear,1/30/2014 19:00,2682,low
17463,19761,None,274.08,0.0,0.0,90,Snow,light snow,12/1/2015 0:00,480,very low
17464,24338,None,288.39,0.0,0.0,0,Clear,Sky is Clear,6/21/2016 0:00,677,very low
17465,14087,None,287.58,0.0,0.0,8,Clear,sky is clear,5/7/2014 11:00,4854,high
17466,11188,None,263.57,0.0,0.0,64,Haze,haze,1/3/2014 13:00,5008,high
17467,1575,None,271.22,0.0,0.0,59,Clouds,broken clouds,11/30/2012 8:00,5913,very high
17468,7207,None,299.01,3.81,0.0,0,Rain,moderate rain,6/25/2013 14:00,5697,high
17469,7324,None,289.88,1.35,0.0,90,Drizzle,light intensity drizzle,6/30/2013 6:00,905,very low
17470,16139,None,289.36,0.0,0.0,1,Mist,mist,6/30/2015 5:00,2947,medium
17471,19132,None,275.08,0.0,0.0,1,Mist,mist,10/22/2015 8:00,5808,high
17472,8958,None,286.86,0.0,0.0,90,Drizzle,light intensity drizzle,9/15/2013 4:00,295,very low
17473,42801,None,269.69,0.0,0.0,20,Clouds,few clouds,3/31/2018 15:00,4400,high
17474,42506,None,269.94,0.0,0.0,1,Clear,sky is clear,3/20/2018 23:00,1062,very low
17475,5378,None,273.42,0.0,0.0,40,Clouds,scattered clouds,4/21/2013 23:00,960,very low
17476,43169,None,276.22,0.0,0.0,1,Clear,sky is clear,4/13/2018 3:00,356,very low
17477,15879,None,293.98,0.0,0.0,75,Clouds,broken clouds,8/4/2014 1:00,479,very low
17478,46613,None,290.86,0.0,0.0,1,Clear,sky is clear,8/11/2018 4:00,459,very low
17479,19477,None,285.87,0.0,0.0,1,Clear,sky is clear,11/14/2015 16:00,5322,high
17480,9268,None,286.82,1.02,0.0,92,Rain,moderate rain,10/4/2013 23:00,1845,low
17481,7187,None,299.83,0.0,0.0,76,Clouds,broken clouds,6/24/2013 19:00,3277,medium
17482,16054,None,299.59,0.0,0.0,1,Clear,sky is clear,6/27/2015 18:00,3700,medium
17483,3690,None,264.49,0.0,0.0,20,Clouds,few clouds,2/17/2013 17:00,4030,medium
17484,32990,None,280.23,0.0,0.0,1,Clear,sky is clear,4/24/2017 5:00,2738,low
17485,4944,None,279.45,0.0,0.0,90,Clouds,overcast clouds,4/9/2013 19:00,3226,medium
17486,10677,None,262.15,0.0,0.0,64,Snow,light snow,12/14/2013 13:00,4825,high
17487,28332,None,274.22,0.0,0.0,90,Snow,light snow,11/22/2016 19:00,2289,low
17488,17436,None,295.27,8.04,0.0,90,Thunderstorm,proximity thunderstorm,8/16/2015 20:00,2619,low
17489,25717,None,290.13,0.0,0.0,32,Clouds,scattered clouds,8/14/2016 3:00,404,very low
17490,738,None,271.98,0.0,0.0,90,Clouds,overcast clouds,10/29/2012 5:00,2513,low
17491,34195,None,287.36,0.0,0.0,1,Clear,sky is clear,6/2/2017 1:00,461,very low
17492,1672,None,271.94,0.0,0.0,90,Mist,mist,12/3/2012 9:00,5064,high
17493,35594,None,292.87,0.0,0.0,40,Clouds,scattered clouds,7/23/2017 5:00,500,very low
17494,5519,None,274.39,0.0,0.0,90,Clouds,overcast clouds,4/26/2013 3:00,296,very low
17495,31567,None,280.68,0.0,0.0,1,Rain,light rain,3/7/2017 16:00,6722,very high
17496,24922,None,300.78,0.0,0.0,40,Clouds,scattered clouds,7/13/2016 16:00,5870,very high
17497,30348,None,275.75,0.0,0.0,90,Mist,mist,1/21/2017 17:00,4268,medium
17498,28540,None,275.02,0.0,0.0,90,Mist,mist,11/27/2016 12:00,3908,medium
17499,44698,None,288.37,0.0,0.0,5,Clear,sky is clear,6/5/2018 7:00,5972,very high
17500,43957,None,290.55,0.0,0.0,75,Clouds,broken clouds,5/9/2018 20:00,3287,medium
17501,21961,None,278.58,0.0,0.0,1,Clear,sky is clear,3/22/2016 0:00,536,very low
17502,23319,None,278.35,0.98,0.0,90,Drizzle,light intensity drizzle,5/13/2016 10:00,4736,high
17503,36076,None,289.23,0.0,0.0,75,Clouds,broken clouds,8/9/2017 7:00,6017,very high
17504,25349,None,290.45,0.0,0.0,75,Clouds,broken clouds,7/29/2016 23:00,3206,medium
17505,30843,None,268.96,0.0,0.0,90,Mist,mist,2/7/2017 12:00,4339,medium
17506,41501,None,275.43,0.0,0.0,1,Haze,haze,2/14/2018 13:00,5027,high
17507,33327,None,280.86,0.0,0.0,1,Clear,sky is clear,5/3/2017 8:00,4922,high
17508,34572,None,289.81,0.0,0.0,1,Clear,sky is clear,6/16/2017 4:00,889,very low
17509,4883,None,275.06,0.0,0.0,90,Clouds,overcast clouds,4/8/2013 7:00,6971,very high
17510,9667,None,274.21,1.02,0.0,64,Rain,moderate rain,11/6/2013 11:00,4748,high
17511,8235,None,295.65,0.0,0.0,36,Clouds,scattered clouds,8/6/2013 14:00,5638,high
17512,28141,None,283.76,0.0,0.0,1,Clear,sky is clear,11/16/2016 21:00,2223,low
17513,38468,None,277.93,0.0,0.0,5,Rain,light rain,10/29/2017 20:00,2653,low
17514,20202,None,271.26,0.0,0.0,90,Mist,mist,12/25/2015 22:00,1856,low
17515,11559,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/17/2014 19:00,3841,medium
17516,21669,None,289.29,0.0,0.0,75,Clouds,broken clouds,3/8/2016 10:00,4406,high
17517,6556,None,291.81,0.0,0.0,1,Clear,sky is clear,5/31/2013 6:00,5868,very high
17518,33246,None,276.62,0.0,0.0,90,Drizzle,drizzle,5/1/2017 9:00,4853,high
17519,32717,None,287.29,0.0,0.0,90,Drizzle,drizzle,4/15/2017 7:00,1908,low
17520,47022,None,290.96,0.63,0.0,90,Rain,light rain,8/25/2018 1:00,725,very low
17521,17664,None,288.66,0.0,0.0,90,Clouds,overcast clouds,8/23/2015 10:00,3409,medium
17522,46111,None,300.55,0.0,0.0,75,Clouds,broken clouds,7/23/2018 17:00,5701,high
17523,47816,None,289.71,0.25,0.0,90,Rain,light rain,9/18/2018 20:00,2805,low
17524,19675,Thanksgiving Day,277.22,0.0,0.0,90,Mist,mist,11/26/2015 0:00,833,very low
17525,27609,None,279.925,0.0,0.0,92,Rain,light rain,10/26/2016 17:00,6000,very high
17526,29176,None,259.79,0.0,0.0,90,Snow,light snow,12/16/2016 8:00,4718,high
17527,42233,None,273.35,0.0,0.0,90,Mist,mist,3/11/2018 0:00,1662,low
17528,21678,None,275.93,0.0,0.0,90,Mist,mist,3/9/2016 4:00,881,very low
17529,20400,None,259.25,0.0,0.0,90,Fog,fog,1/4/2016 7:00,6234,very high
17530,8179,None,295.64,0.0,0.0,56,Clouds,broken clouds,8/4/2013 12:00,4572,high
17531,27018,None,285.09,0.0,0.0,0,Clear,Sky is Clear,10/1/2016 9:00,3758,medium
17532,13676,None,268.02,0.0,0.0,1,Clear,sky is clear,4/15/2014 9:00,5334,high
17533,2940,None,257.93,0.0,0.0,1,Clear,sky is clear,1/15/2013 0:00,487,very low
17534,30431,None,274.46,0.0,0.0,90,Mist,mist,1/23/2017 13:00,4498,high
17535,9482,None,284.6,1.02,0.0,92,Mist,mist,10/15/2013 12:00,4989,high
17536,44099,None,288.68,0.0,0.0,90,Haze,haze,5/15/2018 0:00,555,very low
17537,1081,None,280.26,0.0,0.0,90,Thunderstorm,proximity thunderstorm,11/11/2012 3:00,331,very low
17538,40665,None,260.08,0.0,0.0,90,Mist,mist,1/15/2018 4:00,775,very low
17539,3008,None,263.51,0.0,0.0,1,Clear,sky is clear,1/17/2013 22:00,1787,low
17540,17052,None,300.71,0.0,0.0,40,Clouds,scattered clouds,8/2/2015 14:00,3857,medium
17541,34614,None,291.59,0.0,0.0,75,Rain,moderate rain,6/17/2017 21:00,3651,medium
17542,17617,None,293.51,0.0,0.0,1,Clear,sky is clear,8/22/2015 0:00,1255,very low
17543,43154,None,279.81,0.0,0.0,90,Clouds,overcast clouds,4/12/2018 12:00,5317,high
17544,40344,None,255.15,0.0,0.0,40,Clouds,scattered clouds,1/4/2018 12:00,4738,high
17545,12051,None,255.98,0.0,0.0,20,Clouds,few clouds,2/6/2014 12:00,4775,high
17546,7069,None,291.87,0.0,0.0,8,Clear,sky is clear,6/17/2013 23:00,1130,very low
17547,47281,None,295.91,0.25,0.0,90,Rain,light rain,9/1/2018 10:00,4578,high
17548,47750,None,295.45,0.0,0.0,5,Clear,sky is clear,9/17/2018 10:00,4201,medium
17549,12285,None,259.77,0.0,0.0,1,Clear,sky is clear,2/16/2014 6:00,740,very low
17550,5000,None,275.89,0.0,0.0,90,Clouds,overcast clouds,4/11/2013 14:00,4562,high
17551,43230,None,272.01,0.0,0.0,90,Rain,light rain,4/14/2018 7:00,1311,very low
17552,10098,None,260.81,0.0,0.0,1,Clear,sky is clear,11/24/2013 7:00,1089,very low
17553,14883,None,288.9,0.0,0.0,92,Rain,moderate rain,6/4/2014 1:00,418,very low
17554,33932,None,289.69,0.0,0.0,75,Clouds,broken clouds,5/22/2017 14:00,4957,high
17555,47734,None,304.09,0.0,0.0,20,Clouds,few clouds,9/16/2018 18:00,3701,medium
17556,45899,None,299.51,0.0,0.0,1,Clear,sky is clear,7/16/2018 12:00,4588,high
17557,34763,None,287.62,0.0,0.0,1,Clear,sky is clear,6/23/2017 4:00,1023,very low
17558,38291,None,281.0,0.0,0.0,1,Clear,sky is clear,10/24/2017 13:00,4880,high
17559,29033,None,266.68,0.0,0.0,90,Mist,mist,12/11/2016 15:00,3426,medium
17560,25551,None,288.02,0.0,0.0,12,Clouds,few clouds,8/7/2016 5:00,714,very low
17561,37652,None,292.51,0.0,0.0,90,Rain,moderate rain,10/2/2017 16:00,6667,very high
17562,27085,None,287.5,0.0,0.0,44,Clouds,scattered clouds,10/4/2016 4:00,1018,very low
17563,18315,None,297.86,0.43,0.0,75,Thunderstorm,proximity thunderstorm with rain,9/16/2015 22:00,1570,low
17564,43724,None,291.14,0.0,0.0,1,Clear,sky is clear,5/1/2018 12:00,5111,high
17565,18192,None,280.38,0.0,0.0,40,Mist,mist,9/12/2015 4:00,211,very low
17566,41731,None,270.02,0.0,0.0,90,Mist,mist,2/22/2018 20:00,2736,low
17567,35471,None,288.02,0.0,0.0,1,Fog,fog,7/19/2017 6:00,5944,very high
17568,7755,None,295.78,0.0,0.0,20,Clouds,few clouds,7/18/2013 6:00,6002,very high
17569,5442,None,273.89,0.0,0.0,90,Snow,snow,4/23/2013 18:00,4641,high
17570,39843,None,267.37,0.0,0.0,1,Mist,mist,12/17/2017 6:00,931,very low
17571,7028,None,296.99,0.0,0.0,92,Clouds,overcast clouds,6/16/2013 13:00,4277,medium
17572,30537,None,269.84,0.0,0.0,40,Clouds,scattered clouds,1/27/2017 13:00,5144,high
17573,28,None,295.13,0.0,0.0,1,Clear,sky is clear,10/3/2012 16:00,6137,very high
17574,25194,None,296.5,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,7/24/2016 2:00,5,very low
17575,20721,None,265.36,0.0,0.0,90,Mist,mist,1/20/2016 12:00,4688,high
17576,18394,None,287.11,0.51,0.0,90,Mist,mist,9/18/2015 20:00,3395,medium
17577,34984,None,294.15,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/30/2017 21:00,3129,medium
17578,47237,None,294.61,0.25,0.0,75,Rain,light rain,8/31/2018 1:00,456,very low
17579,34499,None,297.15,0.0,0.0,75,Clouds,broken clouds,6/13/2017 11:00,4719,high
17580,26860,None,292.6,0.0,0.0,80,Clouds,broken clouds,9/24/2016 20:00,3135,medium
17581,44894,None,293.02,0.0,0.0,40,Clouds,scattered clouds,6/12/2018 0:00,621,very low
17582,13184,None,266.46,0.0,0.0,40,Clouds,scattered clouds,3/25/2014 20:00,2808,low
17583,11349,None,265.58,0.0,0.0,64,Mist,mist,1/10/2014 3:00,372,very low
17584,21723,None,286.36,0.0,0.0,1,Clear,sky is clear,3/11/2016 22:00,2694,low
17585,13163,None,267.68,0.0,0.0,40,Clouds,scattered clouds,3/24/2014 23:00,881,very low
17586,42523,None,274.22,0.0,0.0,40,Clouds,scattered clouds,3/21/2018 14:00,5173,high
17587,27441,None,284.603,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 8:00,5862,very high
17588,8574,None,297.7,0.0,0.0,0,Clear,Sky is Clear,8/21/2013 23:00,1202,very low
17589,44113,None,284.29,0.0,0.0,1,Clear,sky is clear,5/15/2018 7:00,6264,very high
17590,10855,None,265.81,0.0,0.0,64,Snow,light snow,12/21/2013 21:00,2747,low
17591,19594,None,271.79,0.0,0.0,1,Clear,sky is clear,11/20/2015 1:00,372,very low
17592,22825,None,278.75,0.0,0.0,90,Mist,mist,4/26/2016 9:00,5321,high
17593,22972,None,278.31,0.0,0.0,1,Clear,sky is clear,5/2/2016 2:00,123,very low
17594,32550,None,274.15,0.0,0.0,90,Snow,light snow,4/10/2017 22:00,1352,very low
17595,24976,None,289.07,0.0,0.0,0,Clear,Sky is Clear,7/15/2016 22:00,2934,medium
17596,23283,None,281.81,0.0,0.0,1,Fog,fog,5/12/2016 5:00,2880,low
17597,22552,None,284.09,0.0,0.0,90,Drizzle,drizzle,4/19/2016 0:00,626,very low
17598,47144,None,290.44,2.79,0.0,90,Mist,mist,8/28/2018 3:00,367,very low
17599,46127,None,294.28,0.0,0.0,1,Clear,sky is clear,7/24/2018 9:00,4984,high
17600,24483,None,296.78,0.0,0.0,1,Clear,sky is clear,6/26/2016 22:00,1470,low
17601,4623,None,275.8,0.0,0.0,90,Clouds,overcast clouds,3/29/2013 11:00,5138,high
17602,745,None,277.58,0.0,0.0,90,Snow,heavy snow,10/29/2012 12:00,4771,high
17603,15451,None,295.37,0.6,0.0,92,Drizzle,light intensity drizzle,7/12/2014 14:00,4426,high
17604,29976,None,258.47,0.0,0.0,90,Clouds,overcast clouds,1/11/2017 22:00,1610,low
17605,11769,None,258.78,0.25,0.0,64,Snow,light snow,1/26/2014 1:00,600,very low
17606,44275,None,290.29,0.0,0.0,90,Clouds,overcast clouds,5/21/2018 20:00,2699,low
17607,11420,None,273.36,0.0,0.0,64,Clouds,broken clouds,1/13/2014 2:00,210,very low
17608,3915,None,274.19,0.0,0.0,90,Haze,haze,2/26/2013 13:00,4821,high
17609,19902,None,273.22,0.0,0.0,1,Mist,mist,12/9/2015 4:00,849,very low
17610,18385,None,288.63,0.25,0.0,40,Rain,light rain,9/18/2015 15:00,5518,high
17611,17320,None,301.58,0.0,0.0,1,Clear,sky is clear,8/12/2015 15:00,5639,high
17612,41346,None,256.35,0.0,0.0,40,Mist,mist,2/8/2018 9:00,5192,high
17613,8654,None,301.1,0.0,0.0,0,Clear,Sky is Clear,8/25/2013 20:00,3202,medium
17614,6257,None,294.03,0.0,0.0,75,Clouds,broken clouds,5/21/2013 19:00,3175,medium
17615,35676,None,297.69,0.0,0.0,1,Drizzle,light intensity drizzle,7/25/2017 23:00,1069,very low
17616,44791,None,294.79,0.0,0.0,90,Drizzle,light intensity drizzle,6/8/2018 16:00,6727,very high
17617,16611,None,292.68,0.78,0.0,90,Drizzle,light intensity drizzle,7/16/2015 17:00,6092,very high
17618,29478,None,274.21,0.0,0.0,90,Mist,mist,12/25/2016 17:00,2282,low
17619,35575,None,297.08,0.0,0.0,1,Clear,sky is clear,7/22/2017 10:00,3738,medium
17620,34269,None,289.28,0.0,0.0,1,Clear,sky is clear,6/5/2017 3:00,480,very low
17621,4381,None,270.8,0.0,0.0,90,Snow,heavy snow,3/19/2013 9:00,5005,high
17622,27986,None,279.84,0.0,0.0,1,Clear,sky is clear,11/11/2016 3:00,370,very low
17623,11640,None,249.15,0.0,0.0,1,Clear,sky is clear,1/21/2014 6:00,5492,high
17624,30788,None,268.49,0.0,0.0,1,Clear,sky is clear,2/5/2017 16:00,4493,high
17625,19553,None,285.51,0.0,0.0,90,Rain,moderate rain,11/18/2015 0:00,543,very low
17626,43386,None,278.84,0.0,0.0,5,Clear,sky is clear,4/17/2018 17:00,6277,very high
17627,25218,None,294.64,0.0,0.0,1,Clear,sky is clear,7/24/2016 23:00,1783,low
17628,44428,None,301.71,0.0,0.0,90,Clouds,overcast clouds,5/27/2018 11:00,3782,medium
17629,32739,None,289.49,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4/15/2017 19:00,3483,medium
17630,22651,None,285.82,2.4,0.0,90,Mist,mist,4/21/2016 11:00,4884,high
17631,13769,None,279.66,0.0,0.0,75,Clouds,broken clouds,4/19/2014 6:00,1387,very low
17632,12338,None,274.29,0.0,0.0,75,Clouds,broken clouds,2/18/2014 11:00,4620,high
17633,27852,None,295.15,0.0,0.0,1,Clear,sky is clear,11/5/2016 15:00,4315,medium
17634,15041,None,291.47,0.0,0.0,92,Clouds,overcast clouds,6/9/2014 12:00,4896,high
17635,13706,None,274.72,0.36,0.0,90,Rain,light rain,4/16/2014 15:00,5770,high
17636,42608,None,271.51,0.0,0.0,1,Clear,sky is clear,3/25/2018 9:00,2788,low
17637,2117,None,273.85,0.0,0.0,90,Snow,heavy snow,12/17/2012 0:00,485,very low
17638,15560,None,286.92,0.25,0.0,1,Rain,light rain,7/17/2014 3:00,428,very low
17639,9085,None,285.43,0.0,0.0,12,Clouds,few clouds,9/23/2013 7:00,6679,very high
17640,47054,None,297.81,1.78,0.0,40,Rain,moderate rain,8/25/2018 18:00,3914,medium
17641,15255,None,301.42,0.0,0.0,12,Clouds,few clouds,7/5/2014 19:00,2856,low
17642,31756,None,265.62,0.0,0.0,1,Clear,sky is clear,3/15/2017 0:00,752,very low
17643,12856,None,268.02,0.0,0.0,20,Clouds,few clouds,3/12/2014 4:00,809,very low
17644,23672,None,291.37,0.0,0.0,90,Rain,light rain,5/27/2016 5:00,2651,low
17645,27870,None,281.01,0.0,0.0,1,Clear,sky is clear,11/6/2016 8:00,2169,low
17646,38856,None,269.51,0.0,0.0,1,Mist,mist,11/12/2017 3:00,497,very low
17647,3022,None,261.02,0.0,0.0,90,Haze,haze,1/18/2013 11:00,4813,high
17648,12587,None,263.27,0.0,0.0,90,Clouds,overcast clouds,2/28/2014 17:00,5557,high
17649,37219,None,289.15,0.0,0.0,90,Rain,light rain,9/16/2017 22:00,3238,medium
17650,17684,None,285.28,0.0,0.0,75,Clouds,broken clouds,8/24/2015 6:00,5778,high
17651,225,None,278.18,0.0,0.0,90,Clouds,overcast clouds,10/12/2012 9:00,5230,high
17652,42579,None,275.86,0.0,0.0,90,Clouds,overcast clouds,3/23/2018 22:00,2928,medium
17653,43625,None,289.58,0.0,0.0,40,Clouds,scattered clouds,4/27/2018 13:00,5487,high
17654,46281,None,287.15,0.0,0.0,5,Fog,fog,7/30/2018 7:00,6313,very high
17655,44283,None,287.54,0.0,0.0,75,Clouds,broken clouds,5/22/2018 4:00,886,very low
17656,27368,None,280.189,0.0,0.0,0,Clear,Sky is Clear,10/16/2016 7:00,1086,very low
17657,5719,None,280.03,0.0,0.0,40,Clouds,scattered clouds,5/3/2013 18:00,4775,high
17658,5588,None,288.53,0.0,0.0,1,Clear,sky is clear,4/29/2013 0:00,578,very low
17659,24564,None,290.78,0.0,0.0,90,Thunderstorm,proximity thunderstorm,6/30/2016 7:00,5836,very high
17660,22007,None,273.48,0.0,0.0,40,Clouds,scattered clouds,3/24/2016 10:00,4428,high
17661,36193,None,295.65,0.0,0.0,75,Clouds,broken clouds,8/12/2017 20:00,3509,medium
17662,39219,None,286.42,0.0,0.0,90,Drizzle,light intensity drizzle,11/24/2017 15:00,4696,high
17663,11110,None,250.14,0.0,0.0,1,Clear,sky is clear,12/31/2013 1:00,351,very low
17664,38359,None,274.88,0.0,0.0,90,Mist,mist,10/26/2017 23:00,1617,low
17665,5386,None,273.58,0.0,0.0,90,Snow,heavy snow,4/22/2013 5:00,2617,low
17666,47282,None,295.91,0.25,0.0,90,Mist,mist,9/1/2018 10:00,4578,high
17667,23788,None,285.51,0.0,0.0,1,Mist,mist,5/30/2016 4:00,293,very low
17668,10360,None,274.0,0.68,0.0,64,Snow,light snow,12/3/2013 14:00,5133,high
17669,42762,None,276.43,0.0,0.0,90,Snow,light snow,3/30/2018 14:00,5713,high
17670,33308,None,284.88,0.0,0.0,75,Clouds,broken clouds,5/2/2017 13:00,4830,high
17671,19435,None,280.08,0.0,0.0,90,Mist,mist,11/12/2015 1:00,293,very low
17672,45751,None,299.51,0.0,0.0,1,Clear,sky is clear,7/12/2018 2:00,296,very low
17673,40024,None,265.79,0.0,0.0,20,Clouds,few clouds,12/23/2017 18:00,3532,medium
17674,39262,None,271.68,0.0,0.0,1,Clear,sky is clear,11/26/2017 8:00,1769,low
17675,38678,None,278.72,0.0,0.0,90,Rain,light rain,11/5/2017 1:00,629,very low
17676,22688,None,278.03,0.0,0.0,1,Clear,sky is clear,4/23/2016 3:00,405,very low
17677,40366,None,250.72,0.0,0.0,5,Clear,sky is clear,1/5/2018 10:00,4279,medium
17678,3974,None,276.08,0.0,0.0,90,Clouds,overcast clouds,2/28/2013 16:00,6721,very high
17679,24129,None,290.22,0.0,0.0,36,Clouds,scattered clouds,6/12/2016 7:00,1167,very low
17680,22927,None,277.62,0.0,0.0,20,Clouds,few clouds,4/30/2016 5:00,745,very low
17681,39486,None,278.16,0.0,0.0,90,Mist,mist,12/4/2017 19:00,3092,medium
17682,28816,None,275.28,0.0,0.0,90,Drizzle,light intensity drizzle,12/4/2016 15:00,4502,high
17683,37666,None,291.0,0.0,0.0,90,Rain,heavy intensity rain,10/2/2017 21:00,1958,low
17684,1966,None,264.28,0.0,0.0,90,Mist,mist,12/13/2012 5:00,2651,low
17685,17933,None,292.7,0.0,0.0,90,Fog,fog,9/3/2015 7:00,6518,very high
17686,42675,None,273.94,0.0,0.0,90,Mist,mist,3/27/2018 3:00,344,very low
17687,15059,None,297.9,0.0,0.0,40,Clouds,scattered clouds,6/10/2014 15:00,5703,high
17688,17273,None,299.6,0.0,0.0,40,Clouds,scattered clouds,8/10/2015 16:00,6215,very high
17689,4435,None,266.77,0.0,0.0,1,Clear,sky is clear,3/21/2013 16:00,6466,very high
17690,12837,None,276.04,0.0,0.0,90,Clouds,overcast clouds,3/11/2014 9:00,4871,high
17691,38732,None,270.58,0.0,0.0,90,Clouds,overcast clouds,11/6/2017 23:00,961,very low
17692,1652,None,276.38,0.0,0.0,90,Mist,mist,12/2/2012 21:00,2093,low
17693,20076,None,264.29,0.0,0.0,75,Clouds,broken clouds,12/18/2015 6:00,5502,high
17694,10030,None,271.15,0.0,0.0,90,Mist,mist,11/21/2013 13:00,5084,high
17695,12036,None,254.76,0.0,0.0,40,Clouds,scattered clouds,2/5/2014 21:00,2309,low
17696,11039,None,269.59,0.0,0.0,64,Fog,fog,12/28/2013 9:00,2559,low
17697,21037,None,261.75,0.0,0.0,90,Mist,mist,2/4/2016 7:00,6158,very high
17698,3052,None,275.27,0.0,0.0,40,Clouds,scattered clouds,1/19/2013 17:00,4825,high
17699,31108,None,283.492,0.0,0.0,8,Clear,sky is clear,2/18/2017 11:00,4663,high
17700,10824,None,264.32,0.0,0.0,64,Clouds,broken clouds,12/20/2013 12:00,5347,high
17701,3511,None,272.0,0.0,0.0,90,Mist,mist,2/11/2013 11:00,3959,medium
17702,40387,None,247.21,0.0,0.0,5,Clear,sky is clear,1/6/2018 7:00,1728,low
17703,11351,None,266.4,0.0,0.0,64,Mist,mist,1/10/2014 5:00,2488,low
17704,22566,None,282.65,0.0,0.0,90,Rain,light rain,4/19/2016 7:00,6965,very high
17705,18813,None,291.09,0.0,0.0,75,Clouds,broken clouds,10/6/2015 12:00,4817,high
17706,43043,None,271.65,0.0,0.0,90,Fog,fog,4/8/2018 18:00,3224,medium
17707,11466,None,266.15,0.0,0.0,90,Haze,haze,1/14/2014 10:00,3740,medium
17708,35382,None,299.02,0.0,0.0,75,Clouds,broken clouds,7/16/2017 13:00,4425,high
17709,2600,None,262.18,0.0,0.0,90,Snow,heavy snow,1/2/2013 16:00,5597,high
17710,5451,None,273.34,0.0,0.0,90,Snow,heavy snow,4/23/2013 21:00,3923,medium
17711,32314,None,281.4,0.0,0.0,90,Mist,mist,4/3/2017 5:00,2593,low
17712,15450,None,295.37,0.6,0.0,92,Mist,mist,7/12/2014 14:00,4426,high
17713,28096,None,275.34,0.0,0.0,90,Mist,mist,11/15/2016 6:00,5639,high
17714,12773,None,270.58,0.0,0.0,75,Clouds,broken clouds,3/8/2014 16:00,5013,high
17715,40442,None,274.58,0.0,0.0,1,Clear,sky is clear,1/8/2018 14:00,4880,high
17716,28151,None,280.41,0.0,0.0,90,Clouds,overcast clouds,11/17/2016 7:00,5819,high
17717,29562,None,269.22,0.0,0.0,40,Clouds,scattered clouds,12/28/2016 8:00,4423,high
17718,29689,None,272.59,0.0,0.0,90,Snow,light snow,1/2/2017 14:00,3933,medium
17719,40343,None,254.29,0.0,0.0,90,Clouds,overcast clouds,1/4/2018 11:00,4446,high
17720,4130,None,269.8,0.0,0.0,90,Clouds,overcast clouds,3/7/2013 13:00,5128,high
17721,29884,None,265.02,0.0,0.0,90,Clouds,overcast clouds,1/9/2017 7:00,6272,very high
17722,9843,None,275.89,0.0,0.0,75,Clouds,broken clouds,11/14/2013 4:00,839,very low
17723,14101,None,285.87,6.35,0.0,36,Thunderstorm,proximity thunderstorm,5/8/2014 0:00,586,very low
17724,27454,None,276.173,0.0,0.0,0,Clear,Sky is Clear,10/19/2016 23:00,951,very low
17725,22434,None,288.86,0.0,0.0,5,Clear,sky is clear,4/13/2016 13:00,5296,high
17726,41925,None,267.21,0.0,0.0,1,Mist,mist,2/28/2018 6:00,5649,high
17727,649,None,278.27,0.0,0.0,90,Mist,mist,10/26/2012 5:00,2430,low
17728,47048,None,293.9,1.78,0.0,90,Rain,moderate rain,8/25/2018 12:00,4846,high
17729,8339,None,290.21,0.0,0.0,0,Clear,Sky is Clear,8/11/2013 9:00,2493,low
17730,40180,None,256.15,0.0,0.0,1,Clear,sky is clear,12/29/2017 2:00,358,very low
17731,32743,None,288.57,0.0,0.0,75,Mist,mist,4/15/2017 20:00,2963,medium
17732,30601,None,265.21,0.0,0.0,75,Clouds,broken clouds,1/30/2017 5:00,2685,low
17733,13207,None,276.82,0.0,0.0,90,Clouds,overcast clouds,3/26/2014 19:00,3245,medium
17734,7573,None,294.51,1.27,0.0,88,Rain,moderate rain,7/10/2013 10:00,4731,high
17735,20585,None,256.44,0.0,0.0,5,Clear,sky is clear,1/12/2016 17:00,6062,very high
17736,27202,None,272.439,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 1:00,1022,very low
17737,14606,None,293.56,0.0,0.0,48,Clouds,scattered clouds,5/24/2014 9:00,3476,medium
17738,48188,None,281.38,0.0,0.0,75,Clouds,broken clouds,9/30/2018 10:00,3701,medium
17739,2796,None,272.65,0.0,0.0,20,Clouds,few clouds,1/10/2013 3:00,314,very low
17740,12107,None,261.5,0.0,0.0,90,Clouds,overcast clouds,2/8/2014 20:00,2547,low
