,Unnamed: 0,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical,temperature_categorical
16222,43148,None,274.31,0.0,0.0,20,Mist,mist,4/12/2018 6:00,5772,high,medium
16223,40011,None,262.95,0.0,0.0,40,Snow,light snow,12/23/2017 5:00,596,very low,low
16224,35849,None,300.07,0.0,0.0,1,Clear,sky is clear,8/1/2017 12:00,5132,high,high
16225,10919,None,256.27,0.0,0.0,64,Clouds,broken clouds,12/24/2013 12:00,4324,medium,low
16226,1923,None,260.25,0.0,0.0,75,Clouds,broken clouds,12/11/2012 16:00,5242,high,low
16227,19868,None,272.69,0.0,0.0,90,Mist,mist,12/7/2015 7:00,6464,very high,medium
16228,5275,None,273.36,0.0,0.0,90,Rain,light rain,4/19/2013 6:00,4931,high,medium
16229,11299,None,252.15,0.0,0.0,1,Clear,sky is clear,1/8/2014 0:00,483,very low,low
16230,41753,None,270.22,0.0,0.0,90,Mist,mist,2/23/2018 6:00,4627,high,low
16231,42026,None,275.35,0.0,0.0,90,Drizzle,drizzle,3/4/2018 6:00,733,very low,medium
16232,43534,None,293.15,0.0,0.0,20,Clouds,few clouds,4/23/2018 18:00,4660,high,high
16233,34816,None,285.75,0.0,0.0,90,Clouds,overcast clouds,6/25/2017 5:00,687,very low,medium
16234,18101,None,284.7,0.0,0.0,1,Mist,mist,9/9/2015 7:00,6463,very high,medium
16235,42199,None,273.08,0.0,0.0,1,Clear,sky is clear,3/9/2018 14:00,5763,high,medium
16236,25536,None,299.01,0.0,0.0,0,Clear,Sky is Clear,8/6/2016 14:00,4773,high,high
16237,1981,None,275.56,0.0,0.0,90,Clouds,overcast clouds,12/13/2012 20:00,2982,medium,medium
16238,11693,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/23/2014 7:00,5859,very high,medium
16239,31158,None,286.832,0.0,0.0,92,Rain,light rain,2/20/2017 13:00,4294,medium,medium
16240,851,None,272.77,0.0,0.0,1,Clear,sky is clear,11/2/2012 22:00,2728,low,medium
16241,39025,None,275.48,0.0,0.0,90,Mist,mist,11/17/2017 10:00,4706,high,medium
16242,848,None,275.29,0.0,0.0,40,Clouds,scattered clouds,11/2/2012 19:00,3681,medium,medium
16243,24126,None,290.72,0.0,0.0,8,Clear,sky is clear,6/12/2016 4:00,372,very low,medium
16244,20299,None,267.18,0.0,0.0,90,Mist,mist,12/29/2015 23:00,1180,very low,low
16245,7090,None,295.72,0.0,0.0,44,Clouds,scattered clouds,6/18/2013 20:00,3002,medium,high
16246,20874,None,276.55,0.0,0.0,75,Clouds,broken clouds,1/27/2016 21:00,2481,low,medium
16247,42381,None,276.15,0.0,0.0,75,Clouds,broken clouds,3/16/2018 15:00,5999,very high,medium
16248,25808,None,294.24,0.0,0.0,0,Clear,Sky is Clear,8/17/2016 22:00,1689,low,high
16249,23966,None,298.71,0.0,0.0,20,Clouds,few clouds,6/5/2016 13:00,4656,high,high
16250,36929,None,288.22,0.0,0.0,75,Rain,light rain,9/5/2017 19:00,3282,medium,medium
16251,2867,None,275.66,0.0,0.0,90,Mist,mist,1/12/2013 15:00,4557,high,medium
16252,25483,None,293.83,0.64,0.0,76,Rain,light rain,8/4/2016 9:00,4732,high,high
16253,38939,None,279.28,0.0,0.0,90,Mist,mist,11/14/2017 19:00,3202,medium,medium
16254,5137,None,272.52,0.0,0.0,75,Clouds,broken clouds,4/15/2013 3:00,288,very low,medium
16255,6467,None,287.98,0.0,0.0,90,Clouds,overcast clouds,5/28/2013 13:00,4848,high,medium
16256,13191,None,261.57,0.0,0.0,1,Clear,sky is clear,3/26/2014 3:00,367,very low,low
16257,4741,None,269.53,0.0,0.0,1,Clear,sky is clear,4/2/2013 23:00,956,very low,low
16258,46014,None,291.55,0.0,0.0,90,Rain,moderate rain,7/20/2018 7:00,5821,high,medium
16259,10053,None,268.64,0.0,0.0,5,Clear,sky is clear,11/22/2013 10:00,4722,high,low
16260,41468,None,261.93,0.0,0.0,40,Clouds,scattered clouds,2/13/2018 8:00,5915,very high,low
16261,45217,None,289.22,0.0,0.0,1,Clear,sky is clear,6/22/2018 5:00,3056,medium,medium
16262,443,None,280.62,0.0,0.0,96,Mist,mist,10/20/2012 3:00,432,very low,medium
16263,8447,None,297.92,0.0,0.0,40,Clouds,scattered clouds,8/16/2013 14:00,5854,very high,high
16264,7376,None,295.79,0.0,0.0,1,Clear,sky is clear,7/2/2013 9:00,5225,high,high
16265,20690,None,256.15,0.0,0.0,75,Clouds,broken clouds,1/18/2016 16:00,4883,high,low
16266,29845,None,259.97,0.0,0.0,1,Clear,sky is clear,1/7/2017 16:00,4885,high,low
16267,4960,None,274.62,0.0,0.0,90,Mist,mist,4/10/2013 10:00,4366,medium,medium
16268,31695,None,265.75,0.0,0.0,90,Snow,light snow,3/12/2017 20:00,1817,low,low
16269,29615,None,269.08,0.0,0.0,40,Clouds,scattered clouds,12/30/2016 13:00,5354,high,low
16270,33271,None,276.22,0.0,0.0,90,Snow,light snow,5/1/2017 16:00,5904,very high,medium
16271,47119,None,297.0,1.78,0.0,75,Rain,moderate rain,8/27/2018 8:00,6125,very high,high
16272,6756,None,285.46,0.0,0.0,92,Rain,light rain,6/7/2013 0:00,715,very low,medium
16273,6413,None,284.98,0.0,0.0,90,Clouds,overcast clouds,5/26/2013 7:00,1015,very low,medium
16274,40922,None,260.75,0.0,0.0,90,Mist,mist,1/24/2018 5:00,2915,medium,low
16275,43392,None,275.58,0.0,0.0,1,Clear,sky is clear,4/17/2018 23:00,1297,very low,medium
16276,40879,None,270.72,0.0,0.0,90,Snow,heavy snow,1/22/2018 18:00,1086,very low,low
16277,8811,None,298.356,0.0,0.0,0,Clear,Sky is Clear,9/6/2013 22:00,2846,low,high
16278,2440,None,259.95,0.0,0.0,75,Clouds,broken clouds,12/28/2012 7:00,4353,medium,low
16279,2325,None,269.17,0.0,0.0,20,Clouds,few clouds,12/23/2012 13:00,3459,medium,low
16280,43130,None,280.58,0.0,0.0,75,Clouds,broken clouds,4/11/2018 15:00,5768,high,medium
16281,28412,None,275.21,0.0,0.0,90,Mist,mist,11/24/2016 14:00,2931,medium,medium
16282,1676,None,274.34,0.0,0.0,90,Fog,fog,12/3/2012 11:00,4544,high,medium
16283,34372,None,289.28,0.0,0.0,1,Clear,sky is clear,6/9/2017 7:00,6350,very high,medium
16284,28580,None,281.95,0.0,0.0,90,Rain,moderate rain,11/28/2016 5:00,2609,low,medium
16285,31951,None,275.79,0.0,0.0,90,Clouds,overcast clouds,3/22/2017 22:00,1744,low,medium
16286,42407,None,280.72,0.0,0.0,1,Clear,sky is clear,3/17/2018 17:00,4954,high,medium
16287,13085,None,275.91,0.25,0.0,90,Rain,light rain,3/21/2014 17:00,5519,high,medium
16288,37394,None,303.79,0.0,0.0,1,Clear,sky is clear,9/23/2017 16:00,4796,high,high
16289,33447,None,281.41,0.0,0.0,1,Clear,sky is clear,5/8/2017 8:00,5729,high,medium
16290,2888,None,277.21,0.0,0.0,90,Mist,mist,1/12/2013 23:00,1807,low,medium
16291,29948,None,257.42,0.0,0.0,90,Clouds,overcast clouds,1/11/2017 1:00,292,very low,low
16292,29173,None,259.28,0.0,0.0,90,Snow,light snow,12/16/2016 4:00,820,very low,low
16293,46235,None,298.82,0.0,0.0,40,Clouds,scattered clouds,7/28/2018 16:00,3974,medium,high
16294,12239,None,255.93,0.0,0.0,20,Clouds,few clouds,2/14/2014 8:00,5516,high,low
16295,44114,None,285.86,0.0,0.0,5,Clear,sky is clear,5/15/2018 8:00,5433,high,medium
16296,24223,None,290.79,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 5:00,3019,medium,medium
16297,2809,None,271.38,0.0,0.0,75,Clouds,broken clouds,1/11/2013 4:00,723,very low,low
16298,19291,None,285.36,0.0,0.0,75,Clouds,broken clouds,11/2/2015 10:00,4477,high,medium
16299,41584,None,269.36,0.0,0.0,5,Clear,sky is clear,2/17/2018 21:00,3089,medium,low
16300,11405,None,274.49,0.0,0.0,64,Clouds,broken clouds,1/12/2014 10:00,3069,medium,medium
16301,12235,None,256.16,0.0,0.0,40,Clouds,scattered clouds,2/14/2014 4:00,720,very low,low
16302,5693,None,277.81,0.0,0.0,90,Clouds,overcast clouds,5/2/2013 17:00,6299,very high,medium
16303,6949,None,290.14,5.74,0.0,92,Thunderstorm,proximity thunderstorm with rain,6/13/2013 10:00,4634,high,medium
16304,23690,None,290.82,0.64,0.0,90,Mist,mist,5/27/2016 15:00,5406,high,medium
16305,32141,None,286.94,0.0,0.0,75,Clouds,broken clouds,3/27/2017 17:00,6072,very high,medium
16306,5152,None,273.36,0.0,0.0,90,Snow,heavy snow,4/15/2013 14:00,5222,high,medium
16307,10476,None,249.13,0.0,0.0,1,Clear,sky is clear,12/7/2013 2:00,432,very low,low
16308,4034,None,260.09,0.0,0.0,1,Clear,sky is clear,3/3/2013 8:00,1827,low,low
16309,25666,None,295.22,0.0,0.0,92,Rain,light rain,8/12/2016 0:00,874,very low,high
16310,44919,None,292.72,0.0,0.0,1,Clear,sky is clear,6/13/2018 0:00,684,very low,high
16311,42022,None,276.15,0.0,0.0,90,Rain,light rain,3/4/2018 4:00,299,very low,medium
16312,27380,None,290.271,0.0,0.0,76,Clouds,broken clouds,10/16/2016 19:00,3332,medium,medium
16313,34679,None,288.72,0.0,0.0,90,Rain,moderate rain,6/20/2017 6:00,5457,high,medium
16314,15471,None,292.15,0.0,0.0,1,Clear,sky is clear,7/13/2014 9:00,3099,medium,high
16315,30401,None,274.75,0.0,0.0,90,Mist,mist,1/22/2017 23:00,947,very low,medium
16316,22104,None,287.01,0.0,0.0,1,Clear,sky is clear,3/28/2016 17:00,6333,very high,medium
16317,27365,None,285.78,0.0,0.0,36,Clouds,scattered clouds,10/16/2016 2:00,756,very low,medium
16318,17516,None,290.02,0.25,0.0,90,Drizzle,light intensity drizzle,8/19/2015 0:00,581,very low,medium
16319,27200,None,275.216,0.0,0.0,0,Clear,Sky is Clear,10/8/2016 23:00,2153,low,medium
16320,1488,None,271.6,0.0,0.0,90,Clouds,overcast clouds,11/26/2012 16:00,6238,very high,low
16321,34869,None,283.75,0.0,0.0,5,Clear,sky is clear,6/27/2017 7:00,6422,very high,medium
16322,42724,None,275.3,0.0,0.0,1,Clear,sky is clear,3/28/2018 23:00,1132,very low,medium
16323,32988,None,280.9,0.0,0.0,1,Clear,sky is clear,4/24/2017 3:00,343,very low,medium
16324,9944,None,273.06,0.0,0.0,90,Clouds,overcast clouds,11/17/2013 22:00,2051,low,medium
16325,1922,None,261.58,0.0,0.0,40,Clouds,scattered clouds,12/11/2012 15:00,5139,high,low
16326,1613,None,274.72,0.0,0.0,90,Mist,mist,12/1/2012 15:00,4819,high,medium
16327,44194,None,301.44,0.0,0.0,40,Clouds,scattered clouds,5/18/2018 16:00,6496,very high,high
16328,16850,None,295.82,0.0,0.0,1,Clear,sky is clear,7/25/2015 9:00,1,very low,high
16329,45289,None,298.02,0.0,0.0,90,Clouds,overcast clouds,6/24/2018 20:00,3187,medium,high
16330,7142,None,297.79,0.0,0.0,0,Clear,Sky is Clear,6/22/2013 19:00,3210,medium,high
16331,37538,None,287.78,0.0,0.0,75,Clouds,broken clouds,9/28/2017 10:00,4611,high,medium
16332,31020,None,271.087,0.0,0.0,0,Clear,Sky is Clear,2/14/2017 19:00,3376,medium,low
16333,3450,None,268.49,0.0,0.0,90,Clouds,overcast clouds,2/9/2013 4:00,426,very low,low
16334,12654,None,256.9,0.0,0.0,90,Clouds,overcast clouds,3/3/2014 12:00,4437,high,low
16335,33969,None,285.22,0.0,0.0,40,Clouds,scattered clouds,5/23/2017 23:00,1110,very low,medium
16336,43628,None,287.87,0.0,0.0,1,Clear,sky is clear,4/27/2018 16:00,6471,very high,medium
16337,29160,None,255.82,0.0,0.0,90,Clouds,overcast clouds,12/15/2016 19:00,3249,medium,low
16338,41874,None,273.86,0.0,0.0,1,Clear,sky is clear,2/26/2018 12:00,4532,high,medium
16339,7319,None,291.24,7.37,0.0,90,Thunderstorm,proximity thunderstorm,6/30/2013 4:00,354,very low,medium
16340,36045,None,289.58,0.0,0.0,1,Clear,sky is clear,8/8/2017 0:00,665,very low,medium
16341,22418,None,278.8,0.0,0.0,40,Clouds,scattered clouds,4/12/2016 22:00,2016,low,medium
16342,17321,None,301.98,0.0,0.0,1,Clear,sky is clear,8/12/2015 16:00,6409,very high,high
16343,42588,None,274.22,0.0,0.0,1,Clear,sky is clear,3/24/2018 13:00,5148,high,medium
16344,2130,None,268.89,0.0,0.0,90,Mist,mist,12/17/2012 10:00,4384,high,low
16345,29941,None,260.9,0.0,0.0,1,Clear,sky is clear,1/10/2017 18:00,3675,medium,low
16346,26113,None,289.35,0.0,0.0,40,Rain,light rain,8/28/2016 8:00,2609,low,medium
16347,22068,None,277.16,0.0,0.0,90,Drizzle,drizzle,3/27/2016 3:00,344,very low,medium
16348,21183,None,259.65,0.0,0.0,1,Clear,sky is clear,2/9/2016 9:00,5151,high,low
16349,42355,None,273.08,0.0,0.0,5,Clear,sky is clear,3/15/2018 12:00,5113,high,medium
16350,2355,None,263.81,0.0,0.0,75,Clouds,broken clouds,12/24/2012 19:00,1972,low,low
16351,23692,None,290.92,0.0,0.0,90,Drizzle,light intensity drizzle,5/27/2016 16:00,5597,high,medium
16352,25793,None,288.78,0.0,0.0,0,Clear,Sky is Clear,8/17/2016 7:00,5657,high,medium
16353,44954,None,296.21,0.0,0.0,75,Clouds,broken clouds,6/14/2018 11:00,4810,high,high
16354,17375,None,303.79,0.0,0.0,1,Clear,sky is clear,8/14/2015 19:00,3545,medium,high
16355,5090,None,273.42,0.0,0.0,90,Haze,haze,4/13/2013 12:00,5311,high,medium
16356,27620,None,276.07,0.0,0.0,56,Clouds,broken clouds,10/27/2016 4:00,835,very low,medium
16357,43164,None,278.22,0.0,0.0,1,Clear,sky is clear,4/12/2018 22:00,2053,low,medium
16358,13355,None,270.96,0.0,0.0,40,Clouds,scattered clouds,4/1/2014 23:00,987,very low,low
16359,28374,None,274.15,0.0,0.0,90,Drizzle,drizzle,11/23/2016 8:00,4219,medium,medium
16360,28115,None,279.94,0.0,0.0,1,Clear,sky is clear,11/15/2016 22:00,3164,medium,medium
16361,35162,None,289.16,0.0,0.0,1,Clear,sky is clear,7/8/2017 1:00,829,very low,medium
16362,26469,None,289.8,0.0,0.0,90,Mist,mist,9/9/2016 3:00,355,very low,medium
16363,47879,None,287.48,0.0,0.0,90,Haze,haze,9/20/2018 1:00,349,very low,medium
16364,31968,None,277.28,0.0,0.0,90,Rain,light rain,3/23/2017 15:00,5841,very high,medium
16365,5946,None,290.01,0.0,0.0,1,Clear,sky is clear,5/11/2013 15:00,3441,medium,medium
16366,26658,None,289.41,0.0,0.0,75,Clouds,broken clouds,9/16/2016 7:00,6261,very high,medium
16367,33692,None,293.56,0.0,0.0,90,Mist,mist,5/16/2017 23:00,1394,very low,high
16368,10572,None,257.34,0.0,0.0,64,Clouds,broken clouds,12/10/2013 7:00,4738,high,low
16369,12717,None,264.9,0.0,0.0,75,Clouds,broken clouds,3/6/2014 8:00,5582,high,low
16370,40362,None,249.54,0.0,0.0,1,Clear,sky is clear,1/5/2018 6:00,5002,high,low
16371,38933,None,279.94,0.0,0.0,90,Haze,haze,11/14/2017 16:00,6717,very high,medium
16372,40680,None,257.01,0.0,0.0,90,Snow,light snow,1/15/2018 10:00,3307,medium,low
16373,1519,None,263.83,0.0,0.0,1,Clear,sky is clear,11/27/2012 23:00,949,very low,low
16374,3270,None,250.91,0.0,0.0,100,Clouds,overcast clouds,2/1/2013 5:00,2337,low,low
16375,8970,None,284.16,0.0,0.0,1,Clear,sky is clear,9/15/2013 22:00,1598,low,medium
16376,3998,None,270.99,0.0,0.0,90,Clouds,overcast clouds,3/1/2013 17:00,6296,very high,low
16377,39339,None,278.15,0.0,0.0,1,Clear,sky is clear,11/29/2017 13:00,4983,high,medium
16378,7369,None,288.81,0.0,0.0,1,Clear,sky is clear,7/2/2013 2:00,333,very low,medium
16379,27590,None,281.372,0.0,0.0,92,Rain,light rain,10/25/2016 22:00,1402,very low,medium
16380,15397,None,295.12,0.0,0.0,88,Drizzle,drizzle,7/11/2014 5:00,2822,low,high
16381,15199,None,286.78,0.0,0.0,92,Clouds,overcast clouds,7/2/2014 7:00,6587,very high,medium
16382,33551,None,281.03,0.0,0.0,1,Clear,sky is clear,5/12/2017 2:00,399,very low,medium
16383,45376,None,299.15,0.0,0.0,75,Clouds,broken clouds,6/27/2018 18:00,4563,high,high
16384,21868,None,277.36,0.0,0.0,90,Clouds,overcast clouds,3/17/2016 11:00,4942,high,medium
16385,33539,None,289.88,0.0,0.0,1,Clear,sky is clear,5/11/2017 14:00,5409,high,medium
16386,23377,None,290.78,0.0,0.0,40,Clouds,scattered clouds,5/15/2016 18:00,4032,medium,medium
16387,32361,None,281.82,0.0,0.0,40,Drizzle,light intensity drizzle,4/4/2017 0:00,561,very low,medium
16388,14762,None,299.04,0.0,0.0,20,Clouds,few clouds,5/30/2014 21:00,3215,medium,high
16389,16319,None,294.12,0.25,0.0,75,Drizzle,light intensity drizzle,7/6/2015 9:00,4173,medium,high
16390,43902,None,290.84,0.0,0.0,1,Clear,sky is clear,5/8/2018 7:00,6651,very high,medium
16391,1410,None,276.44,0.0,0.0,90,Rain,light rain,11/23/2012 16:00,4079,medium,medium
16392,42356,None,273.95,0.0,0.0,5,Clear,sky is clear,3/15/2018 13:00,5165,high,medium
16393,45281,None,297.35,0.0,0.0,75,Rain,light rain,6/24/2018 13:00,4235,medium,high
16394,42552,None,278.3,0.0,0.0,5,Clear,sky is clear,3/22/2018 19:00,3737,medium,medium
16395,45537,None,297.15,0.0,0.0,90,Rain,light rain,7/3/2018 15:00,5526,high,high
16396,28994,None,262.35,0.0,0.0,90,Mist,mist,12/10/2016 22:00,2883,low,low
16397,23294,None,285.91,0.0,0.0,90,Clouds,overcast clouds,5/12/2016 15:00,5754,high,medium
16398,39600,None,269.79,0.0,0.0,75,Clouds,broken clouds,12/8/2017 11:00,5083,high,low
16399,22352,None,264.95,0.0,0.0,1,Clear,sky is clear,4/9/2016 5:00,712,very low,low
16400,47379,None,294.33,0.25,0.0,90,Rain,light rain,9/4/2018 3:00,332,very low,high
16401,19943,None,274.95,0.0,0.0,1,Clear,sky is clear,12/12/2015 1:00,761,very low,medium
16402,10482,None,248.16,0.0,0.0,1,Clear,sky is clear,12/7/2013 8:00,2754,low,low
16403,36746,None,294.02,0.0,0.0,5,Clear,sky is clear,8/29/2017 21:00,2904,low,high
16404,29023,None,265.88,0.0,0.0,90,Mist,mist,12/11/2016 11:00,2611,low,low
16405,4751,None,267.57,0.0,0.0,1,Clear,sky is clear,4/3/2013 9:00,5326,high,low
16406,17281,None,291.4,0.0,0.0,1,Clear,sky is clear,8/11/2015 0:00,604,very low,medium
16407,12344,None,277.0,0.0,0.0,90,Clouds,overcast clouds,2/18/2014 17:00,6388,very high,medium
16408,47632,None,299.54,0.0,0.0,1,Clear,sky is clear,9/12/2018 13:00,4733,high,high
16409,42730,None,268.82,0.0,0.0,1,Clear,sky is clear,3/29/2018 6:00,5405,high,low
16410,12574,None,251.02,0.0,0.0,40,Clouds,scattered clouds,2/28/2014 4:00,725,very low,low
16411,17334,None,295.82,0.0,0.0,40,Thunderstorm,thunderstorm,8/13/2015 3:00,368,very low,high
16412,11008,None,267.53,0.0,0.0,64,Mist,mist,12/27/2013 7:00,4037,medium,low
16413,44335,None,294.15,0.0,0.0,1,Clear,sky is clear,5/24/2018 5:00,3012,medium,high
16414,20217,None,270.71,0.0,0.0,90,Mist,mist,12/26/2015 5:00,462,very low,low
16415,32271,None,290.37,0.0,0.0,40,Clouds,scattered clouds,4/1/2017 16:00,4815,high,medium
16416,48101,None,284.41,0.0,0.0,5,Clear,sky is clear,9/26/2018 21:00,3475,medium,medium
16417,39376,None,270.73,0.0,0.0,1,Clear,sky is clear,12/1/2017 2:00,291,very low,low
16418,23503,None,284.36,0.0,0.0,75,Clouds,broken clouds,5/21/2016 1:00,1016,very low,medium
16419,45713,None,295.91,0.0,0.0,90,Rain,light rain,7/10/2018 12:00,4865,high,high
16420,32213,None,276.55,0.0,0.0,90,Mist,mist,3/30/2017 7:00,6695,very high,medium
16421,42899,None,272.41,0.0,0.0,90,Mist,mist,4/3/2018 16:00,4930,high,medium
16422,4407,None,264.03,0.0,0.0,1,Clear,sky is clear,3/20/2013 12:00,4814,high,low
16423,43439,None,282.62,0.0,0.0,5,Clear,sky is clear,4/19/2018 19:00,3676,medium,medium
16424,31212,None,278.89,0.0,0.0,75,Mist,mist,2/22/2017 10:00,4215,medium,medium
16425,22975,None,275.88,0.0,0.0,1,Clear,sky is clear,5/2/2016 5:00,2766,low,medium
16426,13252,None,275.64,0.25,0.0,90,Rain,light rain,3/28/2014 16:00,6421,very high,medium
16427,3856,None,270.03,0.0,0.0,90,Mist,mist,2/24/2013 11:00,3488,medium,low
16428,4059,None,272.76,0.0,0.0,40,Clouds,scattered clouds,3/4/2013 13:00,4197,medium,medium
16429,35416,None,296.86,0.0,0.0,90,Mist,mist,7/17/2017 22:00,1709,low,high
16430,44344,None,304.62,0.0,0.0,1,Clear,sky is clear,5/24/2018 14:00,5414,high,high
16431,8968,None,286.8,0.0,0.0,75,Clouds,broken clouds,9/15/2013 20:00,2994,medium,medium
16432,20288,None,269.55,0.0,0.1,90,Snow,light snow,12/29/2015 9:00,3027,medium,low
16433,7431,None,301.15,0.0,0.0,1,Clear,sky is clear,7/4/2013 17:00,2843,low,high
16434,31652,None,260.01,0.0,0.0,1,Clear,sky is clear,3/11/2017 5:00,612,very low,low
16435,35690,None,295.38,0.0,0.0,40,Mist,mist,7/26/2017 6:00,5416,high,high
16436,15956,None,291.31,0.0,0.0,1,Mist,mist,8/7/2014 1:00,471,very low,medium
16437,18161,None,285.89,0.0,0.0,1,Clear,sky is clear,9/10/2015 22:00,2578,low,medium
16438,25823,None,298.68,0.3,0.0,0,Rain,light rain,8/18/2016 13:00,4144,medium,high
16439,34460,None,291.09,0.0,0.0,90,Mist,mist,6/12/2017 4:00,880,very low,medium
16440,38967,None,279.35,0.0,0.0,90,Mist,mist,11/15/2017 5:00,3011,medium,medium
16441,45211,None,293.15,0.0,0.0,1,Clear,sky is clear,6/21/2018 23:00,1455,very low,high
16442,162,None,285.14,0.0,0.0,75,Clouds,broken clouds,10/9/2012 13:00,5030,high,medium
16443,12014,None,256.09,0.0,0.0,90,Clouds,overcast clouds,2/4/2014 23:00,1055,very low,low
16444,31276,None,269.55,0.0,0.0,90,Clouds,overcast clouds,2/24/2017 18:00,4886,high,low
16445,15694,None,301.08,0.0,0.0,20,Clouds,few clouds,7/22/2014 17:00,6597,very high,high
16446,20,None,278.62,0.0,0.0,1,Clear,sky is clear,10/3/2012 5:00,2718,low,medium
16447,45483,None,290.87,0.0,0.0,90,Mist,mist,7/1/2018 13:00,4084,medium,medium
16448,19901,None,273.22,0.0,0.0,1,Fog,fog,12/9/2015 4:00,849,very low,medium
16449,11714,None,263.2,0.0,0.0,64,Snow,light snow,1/24/2014 5:00,2542,low,low
16450,15723,None,292.43,0.0,0.0,1,Clear,sky is clear,7/23/2014 22:00,2083,low,high
16451,5851,None,284.36,0.0,0.0,1,Clear,sky is clear,5/8/2013 4:00,703,very low,medium
16452,43127,None,278.55,0.0,0.0,1,Clear,sky is clear,4/11/2018 12:00,4964,high,medium
16453,47759,None,289.76,2.85,0.0,90,Drizzle,light intensity drizzle,9/17/2018 15:00,5327,high,medium
16454,33893,None,283.15,0.0,0.0,90,Drizzle,light intensity drizzle,5/21/2017 12:00,4689,high,medium
16455,16969,None,291.99,0.0,0.0,1,Clear,sky is clear,7/30/2015 2:00,342,very low,high
16456,35595,None,292.49,0.0,0.0,40,Clouds,scattered clouds,7/23/2017 6:00,845,very low,high
16457,25122,None,304.47,0.0,0.0,40,Clouds,scattered clouds,7/21/2016 19:00,3053,medium,high
16458,12447,None,259.27,0.0,0.0,1,Clear,sky is clear,2/23/2014 0:00,1084,very low,low
16459,30697,None,262.33,0.0,0.0,5,Clear,sky is clear,2/1/2017 21:00,2571,low,low
16460,19029,None,286.62,0.0,0.0,75,Clouds,broken clouds,10/15/2015 17:00,5834,very high,medium
16461,46424,None,295.65,0.0,0.0,90,Drizzle,drizzle,8/4/2018 11:00,4236,medium,high
16462,1218,None,278.05,0.0,0.0,90,Clouds,overcast clouds,11/15/2012 21:00,2681,low,medium
16463,12679,None,264.65,0.0,0.0,90,Clouds,overcast clouds,3/4/2014 13:00,4708,high,low
16464,1502,None,261.27,0.0,0.0,90,Snow,heavy snow,11/27/2012 6:00,5639,high,low
16465,18606,None,298.34,0.0,0.0,1,Clear,sky is clear,9/26/2015 15:00,4455,high,high
16466,33929,None,286.95,0.0,0.0,40,Clouds,scattered clouds,5/22/2017 11:00,4392,high,medium
16467,12251,None,259.33,0.0,0.0,1,Clear,sky is clear,2/14/2014 20:00,3049,medium,low
16468,28218,None,273.28,0.0,0.0,90,Mist,mist,11/18/2016 20:00,2027,low,medium
16469,32272,None,290.82,0.0,0.0,40,Clouds,scattered clouds,4/1/2017 17:00,4786,high,medium
16470,6799,None,288.87,0.0,0.0,24,Clouds,few clouds,6/8/2013 13:00,4442,high,medium
16471,30508,None,270.55,0.0,0.0,90,Clouds,overcast clouds,1/26/2017 8:00,5830,very high,low
16472,24014,None,291.27,0.0,0.0,20,Clouds,few clouds,6/7/2016 12:00,4808,high,medium
16473,38937,None,279.35,0.0,0.0,90,Mist,mist,11/14/2017 18:00,4371,high,medium
16474,34132,None,285.35,0.0,0.0,90,Clouds,overcast clouds,5/30/2017 11:00,4720,high,medium
16475,2021,None,268.61,0.0,0.0,75,Mist,mist,12/15/2012 10:00,3519,medium,low
16476,46806,None,290.64,0.0,0.0,1,Fog,fog,8/18/2018 8:00,2987,medium,medium
16477,35623,None,286.81,0.0,0.0,5,Mist,mist,7/24/2017 7:00,6240,very high,medium
16478,43285,None,268.08,0.0,0.0,90,Snow,light snow,4/15/2018 1:00,259,very low,low
16479,29715,None,273.02,0.0,0.0,90,Drizzle,light intensity drizzle,1/2/2017 23:00,827,very low,medium
16480,15447,None,296.68,0.3,0.0,92,Rain,light rain,7/12/2014 13:00,4373,high,high
16481,39608,None,271.48,0.0,0.0,90,Snow,light snow,12/8/2017 19:00,3631,medium,low
16482,6961,None,295.61,0.25,0.0,48,Rain,light rain,6/13/2013 18:00,4885,high,high
16483,18635,None,294.12,0.0,0.0,1,Clear,sky is clear,9/27/2015 23:00,999,very low,high
16484,47542,None,289.36,0.0,0.0,20,Clouds,few clouds,9/8/2018 21:00,2814,low,medium
16485,32676,None,289.02,0.0,0.0,90,Haze,haze,4/14/2017 19:00,3773,medium,medium
16486,11033,None,268.9,0.0,0.0,64,Mist,mist,12/28/2013 5:00,688,very low,low
16487,2863,None,275.79,0.0,0.0,90,Mist,mist,1/12/2013 13:00,4556,high,medium
16488,13441,None,279.87,0.76,0.0,1,Rain,light rain,4/5/2014 14:00,4847,high,medium
16489,12489,None,261.06,0.0,0.0,90,Clouds,overcast clouds,2/24/2014 18:00,4135,medium,low
16490,13549,None,286.32,0.0,0.0,90,Clouds,overcast clouds,4/10/2014 2:00,265,very low,medium
16491,16417,None,297.61,0.0,0.0,1,Clear,sky is clear,7/9/2015 12:00,4955,high,high
16492,14426,None,295.1,0.0,0.0,0,Clear,Sky is Clear,5/18/2014 18:00,3944,medium,high
16493,9248,None,286.33,0.0,0.0,92,Mist,mist,10/3/2013 23:00,1409,very low,medium
16494,38412,None,274.28,0.0,0.0,90,Mist,mist,10/27/2017 18:00,4634,high,medium
